PC_Time,UTC_Time,Latitude_NMEA,Lat_Direction,Longitude_NMEA,Lon_Direction,Fix,Satellites,Altitude_m
2026-05-14 14:44:38,054439.00,,,,,0,00,
2026-05-14 14:44:39,054440.00,,,,,0,00,
2026-05-14 14:44:41,054442.00,,,,,0,00,
2026-05-14 14:44:43,054444.00,,,,,0,00,
2026-05-14 14:44:44,054445.00,,,,,0,00,
2026-05-14 14:44:46,054447.00,,,,,0,00,
2026-05-14 14:44:48,054449.00,,,,,0,00,
2026-05-14 14:44:50,054451.00,,,,,0,00,
2026-05-14 14:44:51,054452.00,,,,,0,00,
2026-05-14 14:44:52,054453.00,,,,,0,00,
2026-05-14 14:44:53,054454.00,,,,,0,00,
2026-05-14 14:44:55,054456.00,,,,,0,00,
2026-05-14 14:44:57,054458.00,,,,,0,00,
2026-05-14 14:44:59,054500.00,,,,,0,00,
2026-05-14 14:45:00,054501.00,,,,,0,00,
2026-05-14 14:45:01,054502.00,,,,,0,00,
2026-05-14 14:45:03,054504.00,,,,,0,00,
2026-05-14 14:45:05,054506.00,,,,,0,00,
2026-05-14 14:45:06,054507.00,,,,,0,00,
2026-05-14 14:45:08,054509.00,,,,,0,00,
2026-05-14 14:45:10,054511.00,,,,,0,00,
2026-05-14 14:45:11,054512.00,,,,,0,00,
2026-05-14 14:45:13,054514.00,,,,,0,00,
2026-05-14 14:45:15,054516.00,,,,,0,00,
2026-05-14 14:45:16,054517.00,,,,,0,00,
2026-05-14 14:45:18,054519.00,,,,,0,00,
2026-05-14 14:45:20,054521.00,,,,,0,00,
2026-05-14 14:45:21,054522.00,,,,,0,00,
2026-05-14 14:45:22,054523.00,,,,,0,00,
2026-05-14 14:45:24,054525.00,,,,,0,00,
2026-05-14 14:45:26,054527.00,,,,,0,00,
2026-05-14 14:45:28,054529.00,,,,,0,00,
2026-05-14 14:45:29,054530.00,,,,,0,00,
2026-05-14 14:45:31,054532.00,,,,,0,00,
