PC_Time,UTC_Time,Latitude_NMEA,Lat_Direction,Longitude_NMEA,Lon_Direction,Fix,Satellites,Altitude_m
2026-05-15 00:57:26,155726.00,3637.49065,N,12727.79864,E,1,12,70.8
2026-05-15 00:57:27,155727.00,3637.49066,N,12727.79865,E,1,12,70.7
2026-05-15 00:57:29,155729.00,3637.49063,N,12727.79853,E,1,12,70.4
2026-05-15 00:57:30,155730.00,3637.49062,N,12727.79851,E,1,12,70.3
2026-05-15 00:57:32,155732.00,3637.49062,N,12727.79851,E,1,12,70.5
2026-05-15 00:57:34,155734.00,3637.49067,N,12727.79846,E,1,12,70.5
2026-05-15 00:57:35,155735.00,3637.49067,N,12727.79846,E,1,12,70.5
2026-05-15 00:57:36,155736.00,3637.49064,N,12727.79845,E,1,12,70.5
2026-05-15 00:57:38,155738.00,3637.49060,N,12727.79845,E,1,12,70.6
2026-05-15 00:57:40,155740.00,3637.49061,N,12727.79845,E,1,12,70.7
2026-05-15 00:57:42,155742.00,3637.49060,N,12727.79847,E,1,12,70.8
2026-05-15 00:57:43,155743.00,3637.49060,N,12727.79848,E,1,12,70.9
2026-05-15 00:57:44,155744.00,3637.49057,N,12727.79847,E,1,12,70.9
2026-05-15 00:57:46,155746.00,3637.49058,N,12727.79850,E,1,12,71.0
2026-05-15 00:57:48,155748.00,3637.49055,N,12727.79858,E,1,12,71.2
2026-05-15 00:57:49,155749.00,3637.49054,N,12727.79860,E,1,12,71.2
2026-05-15 00:57:51,155751.00,3637.49051,N,12727.79863,E,1,12,71.4
2026-05-15 00:57:52,155752.00,3637.49052,N,12727.79864,E,1,12,71.4
2026-05-15 00:57:54,155754.00,3637.49036,N,12727.79852,E,1,12,71.9
2026-05-15 00:57:55,155755.00,3637.49021,N,12727.79837,E,1,12,72.2
2026-05-15 00:57:56,155756.00,3637.49006,N,12727.79804,E,1,12,72.1
2026-05-15 00:57:57,155757.00,3637.48998,N,12727.79755,E,1,12,72.1
2026-05-15 00:57:59,155759.00,3637.49000,N,12727.79746,E,1,12,73.1
2026-05-15 00:58:01,155801.00,3637.49041,N,12727.79736,E,1,12,71.4
2026-05-15 00:58:02,155802.00,3637.49036,N,12727.79741,E,1,12,71.5
2026-05-15 00:58:04,155804.00,3637.49066,N,12727.79742,E,1,12,70.4
2026-05-15 00:58:06,155806.00,3637.49089,N,12727.79740,E,1,12,69.5
2026-05-15 00:58:07,155807.00,3637.49089,N,12727.79740,E,1,12,69.5
2026-05-15 00:58:08,155808.00,3637.49090,N,12727.79739,E,1,12,69.5
2026-05-15 00:58:09,155809.00,3637.49092,N,12727.79742,E,1,12,69.3
2026-05-15 00:58:11,155811.00,3637.49122,N,12727.79751,E,1,12,68.2
2026-05-15 00:58:13,155813.00,3637.49145,N,12727.79759,E,1,12,67.6
2026-05-15 00:58:15,155815.00,3637.49153,N,12727.79755,E,2,12,67.1
2026-05-15 00:58:17,155817.00,3637.49145,N,12727.79644,E,1,12,67.0
2026-05-15 00:58:18,155818.00,3637.49152,N,12727.79569,E,1,12,66.9
2026-05-15 00:58:20,155820.00,3637.49163,N,12727.79389,E,1,12,66.8
2026-05-15 00:58:22,155822.00,3637.49162,N,12727.79201,E,1,12,67.0
2026-05-15 00:58:24,155824.00,3637.49171,N,12727.79034,E,1,12,67.4
2026-05-15 00:58:26,155826.00,3637.49193,N,12727.78864,E,1,12,67.5
2026-05-15 00:58:27,155827.00,3637.49207,N,12727.78780,E,1,12,67.4
2026-05-15 00:58:28,155828.00,3637.49214,N,12727.78697,E,2,12,67.4
2026-05-15 00:58:30,155830.00,3637.49233,N,12727.78541,E,2,12,67.6
2026-05-15 00:58:32,155832.00,3637.49293,N,12727.78406,E,2,12,66.4
2026-05-15 00:58:33,155833.00,3637.49331,N,12727.78328,E,2,12,65.6
2026-05-15 00:58:34,155834.00,3637.49355,N,12727.78242,E,2,12,65.9
2026-05-15 00:58:36,155836.00,3637.49406,N,12727.78073,E,2,12,66.4
2026-05-15 00:58:38,155838.00,3637.49443,N,12727.77906,E,2,12,66.4
2026-05-15 00:58:40,155840.00,3637.49474,N,12727.77741,E,2,12,66.2
2026-05-15 00:58:41,155841.00,3637.49487,N,12727.77661,E,2,12,66.4
2026-05-15 00:58:43,155843.00,3637.49506,N,12727.77482,E,2,12,66.7
2026-05-15 00:58:44,155844.00,3637.49517,N,12727.77394,E,2,12,66.9
2026-05-15 00:58:46,155846.00,3637.49543,N,12727.77229,E,2,12,67.3
2026-05-15 00:58:47,155847.00,3637.49548,N,12727.77142,E,2,12,67.5
2026-05-15 00:58:48,155848.00,3637.49556,N,12727.77053,E,2,12,67.6
